종목명,종목코드,짧은 요약
인스코비,6490,"인스코비는 알뜰폰(MVNO), 스마트그리드, 바이오, 시계 등을 다루는 다각화된 사업 구조를 가진 회사야. ‘프리티’ 브랜드로 통신 3사 망을 이용한 저렴한 통신서비스를 제공하고 있어. 한전의 스마트 계량기 사업(AMI)도 참여하며 전기계량기 칩도 판매해. 정부 정책과 맞물려 통신비 절감, 스마트그리드 성장 등 외부 환경에 따라 빠르게 성장 중이야."
인지컨트롤스,23800,"인지컨트롤스는 자동차 부품을 만드는 회사로, 엔진의 온도를 조절하는 장치와 센서 기술이 강점이야. 국내 TMS(온도관리시스템) 시장 점유율이 85% 이상으로 압도적이야. 전기차 부품인 배터리 열관리 모듈도 개발해 친환경차 시장에도 적극 대응하고 있어. 제품 포트폴리오를 내연기관차와 전기차에 걸쳐 다양화하고 있어."
인천도시가스,34590,인천도시가스는 인천과 김포 지역에 도시가스를 공급하는 공공성 높은 에너지 회사야. 총 83만 개 이상의 가구에 가스를 공급하며 지역 내 보급률이 88%에 달해. 한국가스공사에서 천연가스를 받아 압력을 조절해 각 지역에 독점적으로 판매하고 있어. 지역 기반 에너지 유통회사로서 안정적인 매출 구조를 가지고 있어.
인터지스,129260,"인터지스는 항만하역, 육상운송, 해상운송, 포워딩 등 종합 물류서비스를 제공하는 물류기업이야. 부산항 등에서 하역과 터미널 운영을 하고 철스크랩 유통이나 주유소 사업도 함께 운영해. ESG와 디지털 기술을 접목해 스마트 해운과 친환경 물류 체계 구축에 나서고 있어. 국내 물류 시장에서의 점유율을 높이기 위해 종합 물류 솔루션을 강화 중이야."
인팩,23810,"인팩은 자동차용 케이블과 브레이크, 액추에이터 등 다양한 전장부품을 만드는 자동차 부품 회사야. 현대차, 기아, GM, 폭스바겐 등 글로벌 완성차 업체에 제품을 납품하고 있어. 내연기관차뿐만 아니라 전기차에 맞춘 차세대 부품도 개발 중이야. 친환경 전동화 시장 변화에 대응하며 균형 잡힌 제품 구성을 갖추고 있어."
일동제약,249420,"일동제약은 비타민 ‘아로나민’, 항생제 ‘후루마린’ 등을 생산하는 종합 제약회사야. 의원, 병원, 도매 등 다양한 유통 채널을 통해 국내외에 의약품을 판매하고 있어. 대사성 질환, 호흡기 질환 등을 위한 의약품 개발에 집중하고 있어. 전체 매출의 일부를 꾸준히 연구개발에 투자해 기술력을 쌓고 있어."
일동홀딩스,230,"일동홀딩스는 일동제약을 포함한 여러 자회사를 관리하는 지주회사 구조를 가진 기업이야. 광고대행, 건강기능식품, 이온수기 등 다양한 사업도 함께 영위하고 있어. 자회사로부터 브랜드 수수료와 경영자문 수익을 통해 안정적인 수익을 창출해. 정부의 제약산업 육성정책과 자회사 R&D 성과를 기반으로 지속적인 성장을 추진하고 있어."
일성건설,13360,"일성건설은 도로, 철도, 터널, 아파트 같은 인프라를 짓는 종합건설회사야. 국내 건설 외에도 파라과이, 몽골, 동남아 등지에서 해외 수주를 활발히 진행하고 있어. 건설 외에 부동산 개발과 임대사업도 함께 진행하며 수익원을 다변화하고 있어. 해외ODA사업 등 공공 인프라 건설 분야로도 확장 중이야."
일성아이에스,3120,"일성아이에스는 항생제를 중심으로 전문 의약품을 만드는 제약회사로, 영국 GSK와 협력하고 있어. 국내에서 여러 지사와 공장을 운영하며 항생제 전문화에 집중하고 있어. 해외에도 제품을 수출하며 글로벌 시장에서도 활약하고 있어. 기술 협력과 연구개발을 통해 치료용 전문의약품의 품질을 높이고 있어."
일신방직,3200,"일신방직은 면사나 화섬사, 직물 등을 제조·수출하는 섬유 전문 기업이야. 국내와 베트남 공장에서 연간 5만7천 톤 이상을 생산하고 있어. 문화예술시설 운영과 부동산 임대업도 병행하고 있어. 미국의 니어쇼어링 정책에 대응해 과테말라 공장 설립도 추진 중이야."
일신석재,7110,"일신석재는 석재를 캐고 가공해서 건축자재나 공예품, 생활용품으로 판매하는 석재 전문 회사야. 와이어쏘 같은 친환경 채석 기술을 도입해 산림 훼손을 줄이고 있어. 석재의 수입, 가공, 유통, 시공까지 전체 과정을 자체적으로 수행할 수 있어. 환경 규제를 지키며 안정적인 사업운영을 이어가고 있어."
일양약품,7570,"일양약품은 항암제 ‘슈펙트’와 위장약 ‘놀텍’으로 잘 알려진 제약회사야. 전문의약품, 일반의약품, 건강식품, 백신 등을 골고루 생산하고 있어. 글로벌 혁신의약품을 개발하기 위해 R&D에 적극 투자하고 있어. 케미컬, 바이오의약품 두 분야 모두에서 시장 점유율 확대를 노리고 있어."
일정실업,8500,"일정실업은 자동차용 시트 원단과 인조가죽을 제조하는 섬유 회사로, 자동차 회사에 납품하고 있어. 현대차, 기아, GM, KG모빌리티 등 다양한 완성차 업체를 고객으로 두고 있어. 자동차 외에도 가구용 원단, 신소재 원단 개발에 힘쓰고 있어. 다양한 프로젝트 수주와 신제품 개발로 매출 확대를 목표로 하고 있어."
일진다이아,81000,"일진다이아는 공업용 합성다이아몬드와 초경소재를 만드는 정밀소재 전문회사야. 건설, 광산, 항공기, 반도체 등 다양한 산업의 기초 부품 소재를 공급하고 있어. 미국, 일본, 독일 등에 법인을 두고 글로벌 네트워크를 구축했어. 베트남에 새 공장을 지으며 생산능력과 해외 경쟁력을 강화하고 있어."
일진디스플,20760,"일진디스플은 LED에 들어가는 핵심 부품인 사파이어 웨이퍼와 터치스크린을 만드는 회사야. 이 웨이퍼는 빛의 효율을 높여주는 역할을 하고, 미래의 마이크로 LED 기술에도 쓰일 수 있어. 현재는 최고 품질의 웨이퍼를 만들기 위해 꾸준히 연구 중이야. 일진디스플레이와 해외 자회사도 함께 운영하고 있어."
일진전기,103590,"일진전기는 전기줄, 케이블, 변압기 같은 전력기기를 만드는 종합 중전기 회사야. 세계 80여 개국에 수출하고 있으며, 전력 수요가 급증하는 개발도상국에서 활약하고 있어. 다양한 제품을 한 번에 제공하는 토털 솔루션이 장점이야. 전력 인프라 확장에 중요한 역할을 하고 있어."
일진하이솔루스,271940,"일진하이솔루스는 수소차에 쓰이는 고압 수소탱크와 매연저감장치를 만드는 회사야. 현대차의 수소차 넥쏘에 독점으로 탱크를 공급하고 있고, 상용차용 생산시설도 늘리고 있어. 수소 버스 확대에 맞춰 국내외 품질 개선도 진행 중이야. 수소 기반 친환경 기술의 선두주자를 꿈꾸고 있어."
일진홀딩스,15860,"일진홀딩스는 다양한 자회사를 관리하는 지주회사로, 전선·수소·부동산 등 여러 분야에 사업이 있어. 주 수익은 자회사 배당금과 브랜드 로열티 수입이고, 일진 브랜드의 관리도 맡고 있어. 계열사 간 시너지 창출과 효율적인 경영관리가 주요 목표야. 15개 자회사를 연결해서 운영하고 있어."
잇츠한불,226320,"잇츠한불은 잇츠스킨, 파워10 같은 브랜드를 가진 화장품 회사야. 다양한 기초화장품과 마스크팩 등을 만들고 국내외 유통 채널로 판매해. 자회사 네오팜을 통해 아토팜 등 더마코스메틱 브랜드도 운영해. 국내 매출뿐 아니라 글로벌 시장 비중도 점점 커지고 있어."
자이에스앤디,317400,"자이에스앤디는 아파트와 첨단 건축물 공사를 하고, 스마트홈 시스템과 부동산 관리를 함께 하는 건설회사야. 클린룸 시공, IDC센터 건설 등 고기술이 필요한 프로젝트에도 참여하고 있어. 반도체나 디스플레이, 2차전지 생산시설에 특화된 기술력을 보유하고 있어. 자체개발사업도 진행하면서 사업 다각화를 하고 있어."
자화전자,33240,자화전자는 핸드폰 카메라에 들어가는 작은 부품들을 만드는 전문 부품회사야. 폴디드 줌이나 손떨림 방지용 부품(OIS) 등 정밀한 부품을 직접 기술로 개발하고 있어. 스마트폰의 고급 카메라 기능을 가능하게 하는 핵심 부품을 만들어. 자기공학 기술로 세계 시장에서 경쟁력을 높이고 있어.
전방,950,"전방은 섬유 원사를 만드는 오래된 기업으로, 면, 모, 합성섬유 등을 주로 가공해. 미국이나 호주에서 원면을 수입해 가공하고, 한국에서는 평동공장에서 생산하고 있어. 품질 높은 실을 만들기 위해 자동화와 효율성 개선을 지속 중이야. 국내 섬유 산업에서 중요한 역할을 하고 있어."
전진건설로봇,79900,"전진건설로봇은 콘크리트를 원하는 위치로 보내주는 펌프카를 만드는 회사야. 이런 장비는 건설현장에서 필수품이고, 북미나 유럽 등에도 수출되고 있어. 자체 기술연구소에서 핵심 부품을 설계하고 성능 개선도 해. 장비의 신뢰성과 성능을 높이기 위한 연구를 계속하고 있어."
제이알글로벌리츠,348950,
제이에스코퍼레이션,194370,"제이에스코퍼레이션은 핸드백과 의류를 만들고, 호텔도 운영하는 라이프스타일 종합 기업이야. 케이트스페이드, 게스 같은 유명 브랜드 제품을 해외에 판매해. 인도네시아, 베트남 등에서 생산해 효율성과 원가경쟁력을 확보하고 있어. 40년 넘는 노하우로 의류산업에서 안정적인 성장을 이어가고 있어."
제이준코스메틱,25620,"제이준코스메틱은 마스크팩으로 잘 알려진 화장품 회사야. 백화점, 방문판매, 온라인까지 다양한 유통채널을 통해 제품을 팔고 있어. 기초화장품 중심으로 브랜드 인지도를 쌓고 있으며, 중저가부터 고가까지 채널이 다양해. 여성 소비층 확대에 맞춰 꾸준히 성장 중이야."
제일기획,30000,"제일기획은 광고를 기획하고 제작하는 마케팅 전문 회사야. 전 세계 46개국에서 활동하는 글로벌 광고 네트워크를 가지고 있어. 광고뿐 아니라 프로모션, 미디어, 디지털 마케팅까지 포괄적인 솔루션을 제공해. 국내 광고업계 1위로, 과학적인 시스템과 파트너십이 강점이야."
제일약품,271980,제일약품은 다양한 의약품을 제조하고 신약을 개발하는 제약회사야. 항암제와 고혈압약 등 주요 질환에 쓰이는 완제 의약품이 주력 제품이야. 자회사 온코닉테라퓨틱스를 통해 연구개발도 활발히 하고 있어. 정부 규제를 받지만 생명공학 기술로 성장 중이야.
제일연마,1560,제일연마는 철강이나 자동차 부품을 연마하는 데 필요한 연마지석을 만드는 회사야. 일반 연마지석 외에도 고급 제품인 CBN 연마지석도 생산해. 대기업들과 오랫동안 거래하며 신뢰를 쌓아왔어. 기술 연구소를 통해 계속 신제품을 개발 중이야.
제일파마홀딩스,2620,"제일파마홀딩스는 제일약품, 제일헬스사이언스 등을 관리하는 지주회사야. 투자수익, 경영 자문료, 브랜드 사용료 등으로 수익을 얻고 있어. 자회사들의 자율경영을 지원하며 체계적인 경영을 추진해. 제약업계에서 안정된 지배구조를 가진 회사야."
제주은행,6220,제주은행은 제주 지역에 기반을 둔 지방은행이야. 주민들 예금 받고 기업이나 개인에게 대출을 해주는 금융업을 해. 디지털 기술을 활용해서 더 똑똑한 은행이 되려고 하고 있어. 제주 경제의 중심이 되는 역할을 하고 있어.
제주항공,89590,"제주항공은 저비용 항공사로, 한국과 아시아 지역을 중심으로 항공편을 운영해. 운영비를 줄이는 전략으로 저렴한 항공권을 제공하고 있어. 일본, 동남아 등 인기 많은 노선을 확대해가고 있어. 고객 서비스와 안전 운항에도 힘쓰고 있어."
조광페인트,4910,"조광페인트는 건물이나 기계에 바르는 도료, 접착제 등을 만드는 회사야. 부산과 충북에 공장을 운영하면서 다양한 산업용 도료를 생산해. 비도료 분야로 사업을 확장해서 수익원을 다변화하고 있어. 해외에도 자회사를 두고 사업을 넓히고 있어."
